['Modeling Data Forecast Input Rev9.csv', '224260.76569037652']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '393842.0']
['Modeling Data Forecast Input Rev9.csv', '311888.32766083826']
['Modeling Data Forecast Input Rev9.csv', '311888.3575368264']
['Modeling Data Forecast Input Rev9.csv', '311888.35820911755']
['Modeling Data Forecast Input Rev9.csv', '311888.35822424595']
['Modeling Data Forecast Input Rev9.csv', '311888.3582245864']
['Modeling Data Forecast Input Rev9.csv', '311888.3582245941']
['Modeling Data Forecast Input Rev9.csv', '311888.35822459427']
['Modeling Data Forecast Input Rev9.csv', '311888.35822459427']
['Modeling Data Forecast Input Rev9.csv', '311888.35822459427']
['Modeling Data Forecast Input Rev9.csv', '311888.35822459427']
['Modeling Data Forecast Input Rev9.csv', '311888.35822459427']
['Modeling Data Forecast Input Rev9.csv', '311888.35822459427']
['Modeling Data Forecast Input Rev9.csv', '289146.41351823654']
['Modeling Data Forecast Input Rev9.csv', '289085.3715540817']
['Modeling Data Forecast Input Rev9.csv', '289024.36483076395']
['Modeling Data Forecast Input Rev9.csv', '288963.36038821103']
['Modeling Data Forecast Input Rev9.csv', '288902.35609326785']
['Modeling Data Forecast Input Rev9.csv', '288841.3518078778']
['Modeling Data Forecast Input Rev9.csv', '288780.3475231061']
['Modeling Data Forecast Input Rev9.csv', '288719.34323837433']
['Modeling Data Forecast Input Rev9.csv', '288658.33895364514']
['Modeling Data Forecast Input Rev9.csv', '288597.3346689162']
['Modeling Data Forecast Input Rev9.csv', '288536.3303841872']
['Modeling Data Forecast Input Rev9.csv', '288475.32609945827']
['Modeling Data Forecast Input Rev9.csv', '313913.6378297403']
['Modeling Data Forecast Input Rev9.csv', '314245.3410859747']
['Modeling Data Forecast Input Rev9.csv', '314577.0469558057']
['Modeling Data Forecast Input Rev9.csv', '314908.75293004216']
['Modeling Data Forecast Input Rev9.csv', '315240.45890844933']
['Modeling Data Forecast Input Rev9.csv', '315572.1648870231']
['Modeling Data Forecast Input Rev9.csv', '315903.8708656035']
['Modeling Data Forecast Input Rev9.csv', '316235.5768441842']
['Modeling Data Forecast Input Rev9.csv', '316567.28282276494']
['Modeling Data Forecast Input Rev9.csv', '316898.98880134564']
['Modeling Data Forecast Input Rev9.csv', '317230.6947799263']
['Modeling Data Forecast Input Rev9.csv', '317562.400758507']
['Modeling Data Forecast Input Rev9.csv', '378315.0']
['Modeling Data Forecast Input Rev9.csv', '379192.0']
['Modeling Data Forecast Input Rev9.csv', '380069.0']
['Modeling Data Forecast Input Rev9.csv', '380946.0']
['Modeling Data Forecast Input Rev9.csv', '381823.0']
['Modeling Data Forecast Input Rev9.csv', '382700.0']
['Modeling Data Forecast Input Rev9.csv', '383577.0']
['Modeling Data Forecast Input Rev9.csv', '384454.0']
['Modeling Data Forecast Input Rev9.csv', '385331.0']
['Modeling Data Forecast Input Rev9.csv', '386208.0']
['Modeling Data Forecast Input Rev9.csv', '387085.0']
['Modeling Data Forecast Input Rev9.csv', '387962.0']
['Modeling Data Forecast Input Rev9.csv', '385804.26628436113']
['Modeling Data Forecast Input Rev9.csv', '385906.53256872226']
['Modeling Data Forecast Input Rev9.csv', '386008.7988530834']
['Modeling Data Forecast Input Rev9.csv', '386111.06513744453']
['Modeling Data Forecast Input Rev9.csv', '386213.33142180566']
['Modeling Data Forecast Input Rev9.csv', '386315.5977061668']
['Modeling Data Forecast Input Rev9.csv', '386417.8639905279']
['Modeling Data Forecast Input Rev9.csv', '386520.13027488906']
['Modeling Data Forecast Input Rev9.csv', '386622.3965592502']
['Modeling Data Forecast Input Rev9.csv', '386724.6628436113']
['Modeling Data Forecast Input Rev9.csv', '386826.92912797246']
['Modeling Data Forecast Input Rev9.csv', '386929.1954123336']
['Modeling Data Forecast Input Rev9.csv', '859272.0']
['Modeling Data Forecast Input Rev9.csv', '867768.0']
['Modeling Data Forecast Input Rev9.csv', '876264.0']
['Modeling Data Forecast Input Rev9.csv', '884760.0']
['Modeling Data Forecast Input Rev9.csv', '893256.0']
['Modeling Data Forecast Input Rev9.csv', '901752.0']
['Modeling Data Forecast Input Rev9.csv', '910248.0']
['Modeling Data Forecast Input Rev9.csv', '918744.0']
['Modeling Data Forecast Input Rev9.csv', '927240.0']
['Modeling Data Forecast Input Rev9.csv', '935736.0']
['Modeling Data Forecast Input Rev9.csv', '944232.0']
['Modeling Data Forecast Input Rev9.csv', '952728.0']
['Modeling Data Forecast Input Rev9.csv', '359110.0']
['Modeling Data Forecast Input Rev9.csv', '360144.0']
['Modeling Data Forecast Input Rev9.csv', '361178.0']
['Modeling Data Forecast Input Rev9.csv', '362212.0']
['Modeling Data Forecast Input Rev9.csv', '363246.0']
['Modeling Data Forecast Input Rev9.csv', '364280.0']
['Modeling Data Forecast Input Rev9.csv', '365314.0']
['Modeling Data Forecast Input Rev9.csv', '366348.0']
['Modeling Data Forecast Input Rev9.csv', '367382.0']
['Modeling Data Forecast Input Rev9.csv', '368416.0']
['Modeling Data Forecast Input Rev9.csv', '369450.0']
['Modeling Data Forecast Input Rev9.csv', '370484.0']
['Modeling Data Forecast Input Rev9.csv', '168350.9690301121']
['Modeling Data Forecast Input Rev9.csv', '168224.38803181457']
['Modeling Data Forecast Input Rev9.csv', '168160.57546387493']
['Modeling Data Forecast Input Rev9.csv', '168153.49011739632']
['Modeling Data Forecast Input Rev9.csv', '168186.83198011082']
['Modeling Data Forecast Input Rev9.csv', '168244.1894238381']
['Modeling Data Forecast Input Rev9.csv', '168313.12319179083']
['Modeling Data Forecast Input Rev9.csv', '168385.82680729174']
['Modeling Data Forecast Input Rev9.csv', '168458.25665080678']
['Modeling Data Forecast Input Rev9.csv', '168528.86316396794']
['Modeling Data Forecast Input Rev9.csv', '168597.4731481084']
['Modeling Data Forecast Input Rev9.csv', '168664.50604202267']
['Modeling Data Forecast Input Rev9.csv', '188770.63063982423']
['Modeling Data Forecast Input Rev9.csv', '188865.36629930732']
['Modeling Data Forecast Input Rev9.csv', '188968.92326197884']
['Modeling Data Forecast Input Rev9.csv', '189074.20542930672']
['Modeling Data Forecast Input Rev9.csv', '189179.82499928848']
['Modeling Data Forecast Input Rev9.csv', '189285.51055596373']
['Modeling Data Forecast Input Rev9.csv', '189391.20901782412']
['Modeling Data Forecast Input Rev9.csv', '189496.91000358431']
['Modeling Data Forecast Input Rev9.csv', '189602.61148295001']
['Modeling Data Forecast Input Rev9.csv', '189708.31305885137']
['Modeling Data Forecast Input Rev9.csv', '189814.01465363248']
['Modeling Data Forecast Input Rev9.csv', '189919.71625210592']
['Modeling Data Forecast Input Rev9.csv', '300801.2928870293']
['Modeling Data Forecast Input Rev9.csv', '301637.5857740586']
['Modeling Data Forecast Input Rev9.csv', '302473.8786610879']
['Modeling Data Forecast Input Rev9.csv', '303310.1715481172']
['Modeling Data Forecast Input Rev9.csv', '304146.4644351465']
['Modeling Data Forecast Input Rev9.csv', '304982.7573221758']
['Modeling Data Forecast Input Rev9.csv', '305819.0502092051']
['Modeling Data Forecast Input Rev9.csv', '306655.34309623437']
['Modeling Data Forecast Input Rev9.csv', '307491.63598326367']
['Modeling Data Forecast Input Rev9.csv', '308327.92887029296']
['Modeling Data Forecast Input Rev9.csv', '309164.22175732226']
['Modeling Data Forecast Input Rev9.csv', '310000.51464435156']
['Modeling Data Forecast Input Rev9.csv', '453223.69922473043']
['Modeling Data Forecast Input Rev9.csv', '453710.5177905319']
['Modeling Data Forecast Input Rev9.csv', '454197.3363563334']
['Modeling Data Forecast Input Rev9.csv', '454684.1549221349']
['Modeling Data Forecast Input Rev9.csv', '455170.97348793637']
['Modeling Data Forecast Input Rev9.csv', '455657.79205373785']
['Modeling Data Forecast Input Rev9.csv', '456144.61061953934']
['Modeling Data Forecast Input Rev9.csv', '456631.4291853408']
['Modeling Data Forecast Input Rev9.csv', '457118.2477511423']
['Modeling Data Forecast Input Rev9.csv', '457605.0663169438']
['Modeling Data Forecast Input Rev9.csv', '458091.8848827453']
['Modeling Data Forecast Input Rev9.csv', '458578.70344854676']
['Modeling Data Forecast Input Rev9.csv', '169807.9963947443']
['Modeling Data Forecast Input Rev9.csv', '170016.67504407358']
['Modeling Data Forecast Input Rev9.csv', '170307.24443706864']
['Modeling Data Forecast Input Rev9.csv', '170681.26428807428']
['Modeling Data Forecast Input Rev9.csv', '171120.49761939127']
['Modeling Data Forecast Input Rev9.csv', '171602.2204922997']
['Modeling Data Forecast Input Rev9.csv', '172106.90600003797']
['Modeling Data Forecast Input Rev9.csv', '172620.84571684652']
['Modeling Data Forecast Input Rev9.csv', '173135.97234911477']
['Modeling Data Forecast Input Rev9.csv', '173648.5037983745']
['Modeling Data Forecast Input Rev9.csv', '174157.38134393428']
['Modeling Data Forecast Input Rev9.csv', '174662.9721969886']
['Modeling Data Forecast Input Rev9.csv', '359607.97071129706']
['Modeling Data Forecast Input Rev9.csv', '360518.94142259413']
['Modeling Data Forecast Input Rev9.csv', '361429.9121338912']
['Modeling Data Forecast Input Rev9.csv', '362340.88284518826']
['Modeling Data Forecast Input Rev9.csv', '363251.8535564853']
['Modeling Data Forecast Input Rev9.csv', '364162.8242677824']
['Modeling Data Forecast Input Rev9.csv', '365073.79497907945']
['Modeling Data Forecast Input Rev9.csv', '365984.7656903765']
['Modeling Data Forecast Input Rev9.csv', '366895.7364016736']
['Modeling Data Forecast Input Rev9.csv', '367806.70711297065']
['Modeling Data Forecast Input Rev9.csv', '368717.6778242677']
['Modeling Data Forecast Input Rev9.csv', '369628.6485355648']
['Modeling Data Forecast Input Rev9.csv', '225375.3347280335']
['Modeling Data Forecast Input Rev9.csv', '225829.66945606697']
['Modeling Data Forecast Input Rev9.csv', '226284.00418410046']
['Modeling Data Forecast Input Rev9.csv', '226738.33891213394']
['Modeling Data Forecast Input Rev9.csv', '227192.67364016743']
['Modeling Data Forecast Input Rev9.csv', '227647.0083682009']
['Modeling Data Forecast Input Rev9.csv', '228101.3430962344']
['Modeling Data Forecast Input Rev9.csv', '228555.67782426788']
['Modeling Data Forecast Input Rev9.csv', '229010.01255230137']
['Modeling Data Forecast Input Rev9.csv', '229464.34728033486']
['Modeling Data Forecast Input Rev9.csv', '229918.68200836834']
['Modeling Data Forecast Input Rev9.csv', '230373.01673640183']
['Modeling Data Forecast Input Rev9.csv', '342780.0']
['Modeling Data Forecast Input Rev9.csv', '342904.0']
['Modeling Data Forecast Input Rev9.csv', '343028.0']
['Modeling Data Forecast Input Rev9.csv', '343152.0']
['Modeling Data Forecast Input Rev9.csv', '343276.0']
['Modeling Data Forecast Input Rev9.csv', '343400.0']
['Modeling Data Forecast Input Rev9.csv', '343524.0']
['Modeling Data Forecast Input Rev9.csv', '343648.0']
['Modeling Data Forecast Input Rev9.csv', '343772.0']
['Modeling Data Forecast Input Rev9.csv', '343896.0']
['Modeling Data Forecast Input Rev9.csv', '344020.0']
['Modeling Data Forecast Input Rev9.csv', '344144.0']
['Modeling Data Forecast Input Rev9.csv', '355656.65206063597']
['Modeling Data Forecast Input Rev9.csv', '356533.3041212719']
['Modeling Data Forecast Input Rev9.csv', '357409.9561819078']
['Modeling Data Forecast Input Rev9.csv', '358286.6082425437']
['Modeling Data Forecast Input Rev9.csv', '359163.2603031796']
['Modeling Data Forecast Input Rev9.csv', '360039.9123638155']
['Modeling Data Forecast Input Rev9.csv', '360916.56442445144']
['Modeling Data Forecast Input Rev9.csv', '361793.21648508735']
['Modeling Data Forecast Input Rev9.csv', '362669.86854572326']
['Modeling Data Forecast Input Rev9.csv', '363546.5206063592']
['Modeling Data Forecast Input Rev9.csv', '364423.1726669951']
['Modeling Data Forecast Input Rev9.csv', '365299.824727631']
['Modeling Data Forecast Input Rev9.csv', '309185.0']
['Modeling Data Forecast Input Rev9.csv', '308739.0']
['Modeling Data Forecast Input Rev9.csv', '308293.0']
['Modeling Data Forecast Input Rev9.csv', '307847.0']
['Modeling Data Forecast Input Rev9.csv', '307401.0']
['Modeling Data Forecast Input Rev9.csv', '306955.0']
['Modeling Data Forecast Input Rev9.csv', '306509.0']
['Modeling Data Forecast Input Rev9.csv', '306063.0']
['Modeling Data Forecast Input Rev9.csv', '305617.0']
['Modeling Data Forecast Input Rev9.csv', '305171.0']
['Modeling Data Forecast Input Rev9.csv', '304725.0']
['Modeling Data Forecast Input Rev9.csv', '304279.0']
['Modeling Data Forecast Input Rev9.csv', '423871.0']
['Modeling Data Forecast Input Rev9.csv', '424863.0']
['Modeling Data Forecast Input Rev9.csv', '425855.0']
['Modeling Data Forecast Input Rev9.csv', '426847.0']
['Modeling Data Forecast Input Rev9.csv', '427839.0']
['Modeling Data Forecast Input Rev9.csv', '428831.0']
['Modeling Data Forecast Input Rev9.csv', '429823.0']
['Modeling Data Forecast Input Rev9.csv', '430815.0']
['Modeling Data Forecast Input Rev9.csv', '431807.0']
['Modeling Data Forecast Input Rev9.csv', '432799.0']
['Modeling Data Forecast Input Rev9.csv', '433791.0']
['Modeling Data Forecast Input Rev9.csv', '434783.0']
['Modeling Data Forecast Input Rev9.csv', '158786.03608990213']
['Modeling Data Forecast Input Rev9.csv', '158866.85974409786']
['Modeling Data Forecast Input Rev9.csv', '158938.91517743014']
['Modeling Data Forecast Input Rev9.csv', '159009.19145400228']
['Modeling Data Forecast Input Rev9.csv', '159079.1067224718']
['Modeling Data Forecast Input Rev9.csv', '159148.94873890808']
['Modeling Data Forecast Input Rev9.csv', '159218.77589179878']
['Modeling Data Forecast Input Rev9.csv', '159288.60002873244']
['Modeling Data Forecast Input Rev9.csv', '159358.42355369928']
['Modeling Data Forecast Input Rev9.csv', '159428.24695449212']
['Modeling Data Forecast Input Rev9.csv', '159498.07033008887']
['Modeling Data Forecast Input Rev9.csv', '159567.89370057307']
['Modeling Data Forecast Input Rev9.csv', '70845.96680291361']
['Modeling Data Forecast Input Rev9.csv', '70735.68232612601']
['Modeling Data Forecast Input Rev9.csv', '70698.79203851876']
['Modeling Data Forecast Input Rev9.csv', '70740.17236001937']
['Modeling Data Forecast Input Rev9.csv', '70801.47645661463']
['Modeling Data Forecast Input Rev9.csv', '70844.6628816414']
['Modeling Data Forecast Input Rev9.csv', '70881.61125542528']
['Modeling Data Forecast Input Rev9.csv', '70933.34940262686']
['Modeling Data Forecast Input Rev9.csv', '70997.4355136902']
['Modeling Data Forecast Input Rev9.csv', '71059.33790952853']
['Modeling Data Forecast Input Rev9.csv', '71114.58056406362']
['Modeling Data Forecast Input Rev9.csv', '71169.47885472499']
['Modeling Data Forecast Input Rev9.csv', '84095.24314909431']
['Modeling Data Forecast Input Rev9.csv', '84157.33902860292']
['Modeling Data Forecast Input Rev9.csv', '84187.17347846713']
['Modeling Data Forecast Input Rev9.csv', '84201.50767271228']
['Modeling Data Forecast Input Rev9.csv', '84208.39464819174']
['Modeling Data Forecast Input Rev9.csv', '84211.70354930215']
['Modeling Data Forecast Input Rev9.csv', '84213.29333666108']
['Modeling Data Forecast Input Rev9.csv', '84214.0571624033']
['Modeling Data Forecast Input Rev9.csv', '84214.42414844154']
['Modeling Data Forecast Input Rev9.csv', '84214.60046974733']
['Modeling Data Forecast Input Rev9.csv', '84214.68518469458']
['Modeling Data Forecast Input Rev9.csv', '84214.72588665204']
['Modeling Data Forecast Input Rev9.csv', '118171.93868959241']
['Modeling Data Forecast Input Rev9.csv', '118663.87737918482']
['Modeling Data Forecast Input Rev9.csv', '119155.81606877723']
['Modeling Data Forecast Input Rev9.csv', '119647.75475836964']
['Modeling Data Forecast Input Rev9.csv', '120139.69344796205']
['Modeling Data Forecast Input Rev9.csv', '120631.63213755446']
['Modeling Data Forecast Input Rev9.csv', '121123.57082714688']
['Modeling Data Forecast Input Rev9.csv', '121615.50951673929']
['Modeling Data Forecast Input Rev9.csv', '122107.4482063317']
['Modeling Data Forecast Input Rev9.csv', '122599.38689592411']
['Modeling Data Forecast Input Rev9.csv', '123091.32558551652']
['Modeling Data Forecast Input Rev9.csv', '123583.26427510893']
['Modeling Data Forecast Input Rev9.csv', '201388.45565270272']
['Modeling Data Forecast Input Rev9.csv', '201274.00299358243']
['Modeling Data Forecast Input Rev9.csv', '201158.70633110477']
['Modeling Data Forecast Input Rev9.csv', '201043.26453895873']
['Modeling Data Forecast Input Rev9.csv', '200927.79779120028']
['Modeling Data Forecast Input Rev9.csv', '200812.32675222697']
['Modeling Data Forecast Input Rev9.csv', '200696.85497536254']
['Modeling Data Forecast Input Rev9.csv', '200581.38307161484']
['Modeling Data Forecast Input Rev9.csv', '200465.91114604907']
['Modeling Data Forecast Input Rev9.csv', '200350.43921673158']
['Modeling Data Forecast Input Rev9.csv', '200234.967286769']
['Modeling Data Forecast Input Rev9.csv', '200119.49535669546']
['Modeling Data Forecast Input Rev9.csv', '231392.90276423993']
['Modeling Data Forecast Input Rev9.csv', '230727.26589098017']
['Modeling Data Forecast Input Rev9.csv', '230061.79430467697']
['Modeling Data Forecast Input Rev9.csv', '229396.3414259056']
['Modeling Data Forecast Input Rev9.csv', '228730.89066449276']
['Modeling Data Forecast Input Rev9.csv', '228065.4401427271']
['Modeling Data Forecast Input Rev9.csv', '227399.98964808523']
['Modeling Data Forecast Input Rev9.csv', '226734.5391565133']
['Modeling Data Forecast Input Rev9.csv', '226069.08866528881']
['Modeling Data Forecast Input Rev9.csv', '225403.63817410366']
['Modeling Data Forecast Input Rev9.csv', '224738.18768292296']
['Modeling Data Forecast Input Rev9.csv', '224072.73719174275']
['Modeling Data Forecast Input Rev9.csv', '224798.16736401673']
['Modeling Data Forecast Input Rev9.csv', '225325.33472803346']
['Modeling Data Forecast Input Rev9.csv', '225852.50209205018']
['Modeling Data Forecast Input Rev9.csv', '226379.6694560669']
['Modeling Data Forecast Input Rev9.csv', '226906.83682008364']
['Modeling Data Forecast Input Rev9.csv', '227434.00418410037']
['Modeling Data Forecast Input Rev9.csv', '227961.1715481171']
['Modeling Data Forecast Input Rev9.csv', '228488.33891213383']
['Modeling Data Forecast Input Rev9.csv', '229015.50627615055']
['Modeling Data Forecast Input Rev9.csv', '229542.67364016728']
['Modeling Data Forecast Input Rev9.csv', '230069.841004184']
['Modeling Data Forecast Input Rev9.csv', '230597.00836820074']
['Modeling Data Forecast Input Rev9.csv', '175477.94878900517']
['Modeling Data Forecast Input Rev9.csv', '175568.1413737594']
['Modeling Data Forecast Input Rev9.csv', '175635.4609358763']
['Modeling Data Forecast Input Rev9.csv', '175699.46414560598']
['Modeling Data Forecast Input Rev9.csv', '175762.98651844187']
['Modeling Data Forecast Input Rev9.csv', '175826.43917488717']
['Modeling Data Forecast Input Rev9.csv', '175889.88172317483']
['Modeling Data Forecast Input Rev9.csv', '175953.32280588386']
['Modeling Data Forecast Input Rev9.csv', '176016.7636760991']
['Modeling Data Forecast Input Rev9.csv', '176080.20451550494']
['Modeling Data Forecast Input Rev9.csv', '176143.64535044375']
['Modeling Data Forecast Input Rev9.csv', '176207.0861847349']
['Modeling Data Forecast Input Rev9.csv', '130701.33328952298']
['Modeling Data Forecast Input Rev9.csv', '131023.0622414669']
['Modeling Data Forecast Input Rev9.csv', '131162.62876544672']
['Modeling Data Forecast Input Rev9.csv', '131227.4224392265']
['Modeling Data Forecast Input Rev9.csv', '131256.6250416679']
['Modeling Data Forecast Input Rev9.csv', '131269.95613618832']
['Modeling Data Forecast Input Rev9.csv', '131276.00814069374']
['Modeling Data Forecast Input Rev9.csv', '131278.76222194362']
['Modeling Data Forecast Input Rev9.csv', '131280.0142143281']
['Modeling Data Forecast Input Rev9.csv', '131280.58362122314']
['Modeling Data Forecast Input Rev9.csv', '131280.84253715485']
['Modeling Data Forecast Input Rev9.csv', '131280.9602792211']
['Modeling Data Forecast Input Rev9.csv', '99654.21469686882']
['Modeling Data Forecast Input Rev9.csv', '100254.71639401896']
['Modeling Data Forecast Input Rev9.csv', '101002.24632971229']
['Modeling Data Forecast Input Rev9.csv', '101848.17800295763']
['Modeling Data Forecast Input Rev9.csv', '102730.34478567436']
['Modeling Data Forecast Input Rev9.csv', '103601.48814172659']
['Modeling Data Forecast Input Rev9.csv', '104439.55639631613']
['Modeling Data Forecast Input Rev9.csv', '105244.30717501596']
['Modeling Data Forecast Input Rev9.csv', '106027.59183541322']
['Modeling Data Forecast Input Rev9.csv', '106803.65651729764']
['Modeling Data Forecast Input Rev9.csv', '107582.94119795504']
['Modeling Data Forecast Input Rev9.csv', '108370.03505555613']
['Modeling Data Forecast Input Rev9.csv', '157075.28294266434']
['Modeling Data Forecast Input Rev9.csv', '157155.27209598984']
['Modeling Data Forecast Input Rev9.csv', '157235.21098181768']
['Modeling Data Forecast Input Rev9.csv', '157315.1412668524']
['Modeling Data Forecast Input Rev9.csv', '157395.0700802873']
['Modeling Data Forecast Input Rev9.csv', '157474.99864193072']
['Modeling Data Forecast Input Rev9.csv', '157554.92716049252']
['Modeling Data Forecast Input Rev9.csv', '157634.855671683']
['Modeling Data Forecast Input Rev9.csv', '157714.78418161228']
['Modeling Data Forecast Input Rev9.csv', '157794.71269132575']
['Modeling Data Forecast Input Rev9.csv', '157874.6412010023']
['Modeling Data Forecast Input Rev9.csv', '157954.5697106725']
['Modeling Data Forecast Input Rev9.csv', '131064.05430289707']
['Modeling Data Forecast Input Rev9.csv', '131069.22381740448']
['Modeling Data Forecast Input Rev9.csv', '131127.68798194794']
['Modeling Data Forecast Input Rev9.csv', '131104.26758651878']
['Modeling Data Forecast Input Rev9.csv', '131023.63566137596']
['Modeling Data Forecast Input Rev9.csv', '130968.48113949133']
['Modeling Data Forecast Input Rev9.csv', '130953.45098205516']
['Modeling Data Forecast Input Rev9.csv', '130938.10796416306']
['Modeling Data Forecast Input Rev9.csv', '130900.61211985047']
['Modeling Data Forecast Input Rev9.csv', '130855.73232012546']
['Modeling Data Forecast Input Rev9.csv', '130820.50576268989']
['Modeling Data Forecast Input Rev9.csv', '130792.62879419021']
['Modeling Data Forecast Input Rev9.csv', '140591.54762616055']
['Modeling Data Forecast Input Rev9.csv', '140586.2258941067']
['Modeling Data Forecast Input Rev9.csv', '140585.2643134814']
['Modeling Data Forecast Input Rev9.csv', '140585.0905660455']
['Modeling Data Forecast Input Rev9.csv', '140585.05917172378']
['Modeling Data Forecast Input Rev9.csv', '140585.05349910233']
['Modeling Data Forecast Input Rev9.csv', '140585.0524741197']
['Modeling Data Forecast Input Rev9.csv', '140585.0522889162']
['Modeling Data Forecast Input Rev9.csv', '140585.05225545188']
['Modeling Data Forecast Input Rev9.csv', '140585.05224940524']
['Modeling Data Forecast Input Rev9.csv', '140585.05224831268']
['Modeling Data Forecast Input Rev9.csv', '140585.05224811527']
['Modeling Data Forecast Input Rev9.csv', '187771.8279899427']
['Modeling Data Forecast Input Rev9.csv', '187826.24311434396']
['Modeling Data Forecast Input Rev9.csv', '187886.72264781353']
['Modeling Data Forecast Input Rev9.csv', '187947.91509270438']
['Modeling Data Forecast Input Rev9.csv', '188009.191345051']
['Modeling Data Forecast Input Rev9.csv', '188070.4774495187']
['Modeling Data Forecast Input Rev9.csv', '188131.7647121684']
['Modeling Data Forecast Input Rev9.csv', '188193.05211097008']
['Modeling Data Forecast Input Rev9.csv', '188254.33952577732']
['Modeling Data Forecast Input Rev9.csv', '188315.62694246613']
['Modeling Data Forecast Input Rev9.csv', '188376.91435937613']
['Modeling Data Forecast Input Rev9.csv', '188438.20177631214']
['Modeling Data Forecast Input Rev9.csv', '245799.93723849373']
['Modeling Data Forecast Input Rev9.csv', '246377.87447698746']
['Modeling Data Forecast Input Rev9.csv', '246955.8117154812']
['Modeling Data Forecast Input Rev9.csv', '247533.74895397492']
['Modeling Data Forecast Input Rev9.csv', '248111.68619246865']
['Modeling Data Forecast Input Rev9.csv', '248689.62343096238']
['Modeling Data Forecast Input Rev9.csv', '249267.5606694561']
['Modeling Data Forecast Input Rev9.csv', '249845.49790794984']
['Modeling Data Forecast Input Rev9.csv', '250423.43514644357']
['Modeling Data Forecast Input Rev9.csv', '251001.3723849373']
['Modeling Data Forecast Input Rev9.csv', '251579.30962343104']
['Modeling Data Forecast Input Rev9.csv', '252157.24686192477']
['Modeling Data Forecast Input Rev9.csv', '377062.89958158997']
['Modeling Data Forecast Input Rev9.csv', '377917.79916317994']
['Modeling Data Forecast Input Rev9.csv', '378772.6987447699']
['Modeling Data Forecast Input Rev9.csv', '379627.5983263599']
['Modeling Data Forecast Input Rev9.csv', '380482.49790794984']
['Modeling Data Forecast Input Rev9.csv', '381337.3974895398']
['Modeling Data Forecast Input Rev9.csv', '382192.2970711298']
['Modeling Data Forecast Input Rev9.csv', '383047.19665271975']
['Modeling Data Forecast Input Rev9.csv', '383902.0962343097']
['Modeling Data Forecast Input Rev9.csv', '384756.9958158997']
['Modeling Data Forecast Input Rev9.csv', '385611.89539748966']
['Modeling Data Forecast Input Rev9.csv', '386466.7949790796']
['Modeling Data Forecast Input Rev9.csv', '463523.53138075315']
['Modeling Data Forecast Input Rev9.csv', '464132.0627615063']
['Modeling Data Forecast Input Rev9.csv', '464740.59414225945']
['Modeling Data Forecast Input Rev9.csv', '465349.1255230126']
['Modeling Data Forecast Input Rev9.csv', '465957.65690376575']
